0,count,unique,top,freq,mean,std,min,25%,50%,75%,max
2023-02-04 11:22:00,0.0,,,,,,,,,,
0.0,2161443,2161443,0.2240000000000037,1,,,,,,,
0.0,2161443,3,1.0,1163402,,,,,,,
0.0,2161443,4775,8.214,3377,,,,,,,
0.0,2161443,11856,22.76,1904,,,,,,,
,2161443,4471,,1818116,,,,,,,
,2161443,80240,,1818116,,,,,,,
,2161443,1256,,1818116,,,,,,,
,2161443,1177,,1818116,,,,,,,
,2161443,3,,1818116,,,,,,,
