0,count,unique,top,freq,mean,std,min,25%,50%,75%,max
2022-08-07 13:28:00,0.0,,,,,,,,,,
0.0,1822786,1822786,0.2239999999999966,1,,,,,,,
0.0,1822786,3,1.0,1036826,,,,,,,
0.0,1822786,3898,8.128,5701,,,,,,,
0.0,1822786,10811,22.679,1961,,,,,,,
,1822786,3670,,1625918,,,,,,,
,1822786,87377,,1625918,,,,,,,
,1822786,1266,,1625918,,,,,,,
,1822786,1139,,1625918,,,,,,,
,1822786,3,,1625918,,,,,,,
