mode,start_time,end_time,average_voltage_charger,average_temperature_battery,average_voltage_load,average_current_load
-1.0,2022-11-23 14:02:00,3074360.1940000006,6.5082957029458814,41.895998265689805,6.6288204428503015,9.16372760063156
0.0,2022-11-23 14:02:00,3081638.5030000005,7.364646895411274,35.86749590197954,,
1.0,2022-11-23 14:02:00,3077359.5870000003,7.835160358673762,32.4555265061414,,
