mode,start_time,end_time,average_voltage_charger,average_temperature_battery,average_voltage_load,average_current_load
-1.0,2022-07-19 11:10:00,1012990.149,6.458149897175632,56.06486949795295,6.508118663094542,12.800680335395354
0.0,2022-07-19 11:10:00,1079483.149,7.506896984500835,33.98791374969264,,
1.0,2022-07-20 13:21:00,1019014.385,7.656765881541577,35.4283751845882,,
