0,count,unique,top,freq,mean,std,min,25%,50%,75%,max
2022-11-26 09:49:00,0.0,,,,,,,,,,
0.0,2069666,2069666,0.3490000000000037,1,,,,,,,
0.0,2069666,3,1.0,1088836,,,,,,,
0.0,2069666,4826,12.169,34713,,,,,,,
0.0,2069666,11934,22.389,1894,,,,,,,
,2069666,4491,,1809104,,,,,,,
,2069666,52925,,1809104,,,,,,,
,2069666,1423,,1809104,,,,,,,
,2069666,1322,,1809104,,,,,,,
,2069666,3,,1809104,,,,,,,
