0,count,unique,top,freq,mean,std,min,25%,50%,75%,max
2023-03-16 11:05:00,0.0,,,,,,,,,,
0.0,3394364,3394364,0.5920000000000059,1,,,,,,,
0.0,3394364,3,1.0,1528880,,,,,,,
0.0,3394364,4825,12.024,23294,,,,,,,
0.0,3394364,9149,22.037,1820,,,,,,,
,3394364,4239,,2764226,,,,,,,
,3394364,122679,,2764226,,,,,,,
,3394364,826,,2764226,,,,,,,
,3394364,496,,2764226,,,,,,,
,3394364,3,,2764226,,,,,,,
