0,count,unique,top,freq,mean,std,min,25%,50%,75%,max
2022-07-19 12:52:00,0.0,,,,,,,,,,
0.0,907340,907340,0.8990000000000009,1,,,,,,,
0.0,907340,3,1.0,426874,,,,,,,
0.0,907340,4558,7.402,15795,,,,,,,
0.0,907340,12282,22.714,1693,,,,,,,
,907340,4112,,817496,,,,,,,
,907340,13483,,817496,,,,,,,
,907340,1149,,817496,,,,,,,
,907340,1033,,817496,,,,,,,
,907340,3,,817496,,,,,,,
