mode,start_time,end_time,average_voltage_charger,average_temperature_battery,average_voltage_load,average_current_load
-1.0,2022-08-09 13:31:00,4922365.396000001,6.556383620587531,39.66755396447648,6.690558275263847,8.45431286277482
0.0,2022-08-09 13:31:00,4951138.331,7.529921070685081,30.918566753496542,,
1.0,2022-08-09 13:31:00,4922967.406,7.778647846126387,31.057866335737607,,
