0,count,unique,top,freq,mean,std,min,25%,50%,75%,max
2022-07-19 18:06:00,0.0,,,,,,,,,,
0.0,753256,753256,0.8829999999999956,1,,,,,,,
0.0,753256,3,0.0,393325,,,,,,,
0.0,753256,4512,8.171,8199,,,,,,,
0.0,753256,12883,21.747,1283,,,,,,,
,753256,4019,,690874,,,,,,,
,753256,27839,,690874,,,,,,,
,753256,1212,,690874,,,,,,,
,753256,1293,,690874,,,,,,,
,753256,3,,690874,,,,,,,
