mode,start_time,end_time,average_voltage_charger,average_temperature_battery,average_voltage_load,average_current_load
-1,2022-07-27 21:12:00,510646.614,6.515736032562126,36.64226979434447,6.609433354755784,14.592001774663839
0,2022-07-27 21:12:00,519642.361,7.5268681988341735,28.080666240310237,,
1,2022-07-27 21:12:00,519075.97,7.757065211467761,29.248106490544842,,
