mode,start_time,end_time,average_voltage_charger,average_temperature_battery,average_voltage_load,average_current_load
-1.0,2023-02-04 11:22:00,2207138.8350000004,6.528955785592161,41.095953347683114,6.638116335155696,8.86395542599363
0.0,2023-02-04 11:22:00,2207739.0080000004,7.34563119830766,35.1695144131416,,
1.0,2023-02-04 11:22:00,2210055.058,7.7098576880562355,31.852522246413745,,
