mode,start_time,end_time,average_voltage_charger,average_temperature_battery,average_voltage_load,average_current_load
-1.0,2022-08-12 21:09:00,4945484.497,6.572925865991604,43.13624417465098,6.695055493692654,8.465880092131988
0.0,2022-08-12 21:09:00,4951797.759000001,7.436211507963163,33.32497871651276,,
1.0,2022-08-12 21:09:00,4951498.8950000005,7.703981516353707,33.01657994554222,,
