0,count,unique,top,freq,mean,std,min,25%,50%,75%,max
2022-07-19 11:10:00,0.0,,,,,,,,,,
0.0,1101243,1101243,1.8939999999999984,1,,,,,,,
0.0,1101243,3,1.0,503147,,,,,,,
0.0,1101243,5035,7.387,18076,,,,,,,
0.0,1101243,12489,22.702,1963,,,,,,,
,1101243,4119,,995237,,,,,,,
,1101243,16195,,995237,,,,,,,
,1101243,1234,,995237,,,,,,,
,1101243,1219,,995237,,,,,,,
,1101243,3,,995237,,,,,,,
