0,count,unique,top,freq,mean,std,min,25%,50%,75%,max
2023-03-06 10:28:00,0.0,,,,,,,,,,
0.0,1736148,1736148,0.4380000000000024,1,,,,,,,
0.0,1736148,3,0.0,752585,,,,,,,
0.0,1736148,4842,8.16,7667,,,,,,,
0.0,1736148,9673,32.275,1086,,,,,,,
,1736148,4263,,1495909,,,,,,,
,1736148,75697,,1495909,,,,,,,
,1736148,922,,1495909,,,,,,,
,1736148,557,,1495909,,,,,,,
,1736148,3,,1495909,,,,,,,
