0,count,unique,top,freq,mean,std,min,25%,50%,75%,max
2022-08-09 13:31:00,0.0,,,,,,,,,,
0.0,4914863,4914863,0.6439999999999984,1,,,,,,,
0.0,4914863,3,1.0,2381175,,,,,,,
0.0,4914863,4873,8.203,10237,,,,,,,
0.0,4914863,9567,22.798,3819,,,,,,,
,4914863,4514,,4155141,,,,,,,
,4914863,171669,,4155141,,,,,,,
,4914863,1138,,4155141,,,,,,,
,4914863,789,,4155141,,,,,,,
,4914863,3,,4155141,,,,,,,
