0,count,unique,top,freq,mean,std,min,25%,50%,75%,max
2022-07-19 15:03:00,0.0,,,,,,,,,,
0.0,207390,207390,0.8810000000000002,1,,,,,,,
0.0,207390,3,1.0,98496,,,,,,,
0.0,207390,4456,6.745,11295,,,,,,,
0.0,207390,12762,22.22,558,,,,,,,
,207390,3672,,188463,,,,,,,
,207390,6974,,188463,,,,,,,
,207390,919,,188463,,,,,,,
,207390,862,,188463,,,,,,,
,207390,3,,188463,,,,,,,
