0,count,unique,top,freq,mean,std,min,25%,50%,75%,max
2022-08-06 13:01:00,0.0,,,,,,,,,,
0.0,2690544,2690544,0.347999999999999,1,,,,,,,
0.0,2690544,3,1.0,1260492,,,,,,,
0.0,2690544,4109,8.207,6998,,,,,,,
0.0,2690544,12737,22.553,2763,,,,,,,
,2690544,3681,,2377921,,,,,,,
,2690544,58995,,2377921,,,,,,,
,2690544,1257,,2377921,,,,,,,
,2690544,955,,2377921,,,,,,,
,2690544,3,,2377921,,,,,,,
