0,count,unique,top,freq,mean,std,min,25%,50%,75%,max
2022-11-25 13:21:00,0.0,,,,,,,,,,
0.0,2353425,2353425,0.7459999999999951,1,,,,,,,
0.0,2353425,3,1.0,1216070,,,,,,,
0.0,2353425,4768,8.252,5309,,,,,,,
0.0,2353425,11691,30.63,1643,,,,,,,
,2353425,4484,,2056840,,,,,,,
,2353425,53609,,2056840,,,,,,,
,2353425,1382,,2056840,,,,,,,
,2353425,1335,,2056840,,,,,,,
,2353425,3,,2056840,,,,,,,
