mode,start_time,end_time,average_voltage_charger,average_temperature_battery,average_voltage_load,average_current_load
-1.0,2022-07-19 15:03:00,182609.834,6.485355048343636,55.654345009774396,6.653622602631162,13.079693534866891
0.0,2022-07-19 15:03:00,203451.494,7.40789170593989,32.53252051840654,,
1.0,2022-07-20 15:11:00,183154.057,7.52908853151397,32.47090995573424,,
