0,count,unique,top,freq,mean,std,min,25%,50%,75%,max
2023-03-09 11:00:00,0.0,,,,,,,,,,
0.0,1989457,1989457,0.2250000000000014,1,,,,,,,
0.0,1989457,3,1.0,1032234,,,,,,,
0.0,1989457,4787,8.118,4910,,,,,,,
0.0,1989457,8478,34.56,1124,,,,,,,
,1989457,4239,,1510251,,,,,,,
,1989457,31212,,1510251,,,,,,,
,1989457,653,,1510251,,,,,,,
,1989457,318,,1510251,,,,,,,
,1989457,3,,1510251,,,,,,,
