0,count,unique,top,freq,mean,std,min,25%,50%,75%,max
2022-11-04 11:21:00,0.0,,,,,,,,,,
0.0,3285618,3285618,0.6899999999999977,1,,,,,,,
0.0,3285618,3,1.0,1706387,,,,,,,
0.0,3285618,4802,6.234,23952,,,,,,,
0.0,3285618,14479,22.978,3177,,,,,,,
,3285618,4516,,2795857,,,,,,,
,3285618,139298,,2795857,,,,,,,
,3285618,1394,,2795857,,,,,,,
,3285618,1343,,2795857,,,,,,,
,3285618,3,,2795857,,,,,,,
