0,count,unique,top,freq,mean,std,min,25%,50%,75%,max
2022-07-19 16:33:00,0.0,,,,,,,,,,
0.0,597315,597315,0.884999999999998,1,,,,,,,
0.0,597315,3,0.0,324620,,,,,,,
0.0,597315,4829,8.088,49190,,,,,,,
0.0,597315,12809,22.236,1656,,,,,,,
,597315,3941,,551644,,,,,,,
,597315,16282,,551644,,,,,,,
,597315,1122,,551644,,,,,,,
,597315,1093,,551644,,,,,,,
,597315,3,,551644,,,,,,,
