mode,start_time,end_time,average_voltage_charger,average_temperature_battery,average_voltage_load,average_current_load
-1.0,2022-08-06 13:01:00,2685730.271,6.52603678871996,44.869275431671475,6.624217939818887,10.964978191661306
0.0,2022-08-06 13:01:00,2695259.1020000004,7.573310517884789,31.629241143383886,,
1.0,2022-08-06 13:01:00,2694751.557,7.726552975346134,32.13889549239503,,
