mode,start_time,end_time,average_voltage_charger,average_temperature_battery,average_voltage_load,average_current_load
-1.0,2022-11-26 09:49:00,2052837.902,6.46692095547317,45.227956240741165,6.529271908413353,11.673754732661287
0.0,2022-11-26 09:49:00,2095709.83,7.606010490525068,35.545965982153895,,
1.0,2022-11-26 09:49:00,2059454.244,7.77855363893185,32.69281735265917,,
