0,count,unique,top,freq,mean,std,min,25%,50%,75%,max
2022-10-08 13:01:00,0.0,,,,,,,,,,
0.0,1344129,1344129,0.3019999999999996,1,,,,,,,
0.0,1344129,3,1.0,711825,,,,,,,
0.0,1344129,4725,6.21,5212,,,,,,,
0.0,1344129,11168,22.553,977,,,,,,,
,1344129,4452,,1183528,,,,,,,
,1344129,48066,,1183528,,,,,,,
,1344129,1160,,1183528,,,,,,,
,1344129,919,,1183528,,,,,,,
,1344129,3,,1183528,,,,,,,
