mode,start_time,end_time,average_voltage_charger,average_temperature_battery,average_voltage_load,average_current_load
-1.0,2022-10-08 13:01:00,1337016.219,6.533869365695107,43.50291719229644,6.614485389256606,12.036143436726462
0.0,2022-10-08 13:01:00,1353175.3760000002,7.383968999626885,33.66724333480318,,
1.0,2022-10-08 13:01:00,1346517.006,7.634933291188143,31.461054704456856,,
